id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
1335,I was charged twice this month. No response from support.,2025-03-17,1,Negative,Pricing / Billing,High
1336,This app is a game changer. So much better than competing products.,2026-04-10,5,Positive,Praise,Low
1337,Five stars! The team behind this app really cares.,2025-02-28,3,Positive,Praise,Low
1338,Lost all my files because the app crashed mid-view history. Unacceptable.,2025-08-17,1,Negative,Bug / Crash,Critical
1339,Hidden fees everywhere. This is not transparent pricing.,2025-04-09,1,Negative,Pricing / Billing,High
1340,The menu structure is a maze. Just let me save directly.,2026-03-21,1,Negative,UX / Design,Medium
1341,The app works but I wonder if cloud backup is on the roadmap.,2025-04-20,3,Neutral,Feature Request,Low
1342,"Love it, but please add collaboration. That would make it perfect.",2025-04-02,5,Positive,Feature Request,Medium
1343,First review on the App Store. Seems fine so far.,2026-08-10,2,Neutral,Praise,Low
1344,Solid app. The only thing missing is the ability to sync.,2025-06-10,5,Positive,Feature Request,Medium
1345,"Clean, intuitive, and fast. Exactly what an app should be.",2025-11-21,5,Positive,Praise,Low
1346,This app has changed how I sign up. Couldn't live without it.,2025-09-07,3,Positive,Praise,Low
1347,Takes 58 seconds to load anything. Way too slow.,2025-02-04,2,Negative,Performance,High
1348,The premium features are not worth the $8/month price tag.,2026-04-21,3,Negative,Pricing / Billing,High
1349,Would be nice to have widgets. Not a dealbreaker though.,2025-01-28,3,Neutral,Feature Request,Low
1350,Takes 9 seconds to load anything. Way too slow.,2026-11-11,2,Negative,Performance,High
1351,It takes forever to sign up. Other apps do this instantly.,2025-01-16,3,Negative,Performance,High
1352,Takes 35 seconds to load anything. Way too slow.,2025-11-24,1,Negative,Performance,High
1353,App crashes on startup since the last update. Can't even open it.,2026-07-17,1,Negative,Bug / Crash,Critical
1354,App crashes on startup since the last update. Can't even open it.,2025-09-14,1,Negative,Bug / Crash,Critical
1355,The app works but I wonder if cloud backup is on the roadmap.,2026-02-26,3,Neutral,Feature Request,Low
1356,$5/month for this? Are you kidding me?,2025-03-10,2,Negative,Pricing / Billing,High
1357,"Clean, intuitive, and fast. Exactly what an app should be.",2025-01-18,5,Positive,Praise,Low
1358,Could you consider adding offline mode? Just a suggestion.,2025-11-28,3,Neutral,Feature Request,Low
1359,Way overpriced compared to competing products. Not worth it.,2025-03-21,1,Negative,Pricing / Billing,Medium
1360,Absolutely love this app! It does exactly what I need.,2025-10-25,4,Positive,Praise,Low
1361,The new design is terrible. Everything looks the same.,2025-03-25,1,Negative,UX / Design,Medium
1362,"Works as advertised. No complaints, no excitement.",2026-04-10,4,Neutral,Praise,Low
1363,Love the attention to detail in this app. Everything just works.,2025-06-26,5,Positive,Praise,Low
1364,Had to watch YouTube videos just to learn basic share.,2025-07-02,3,Negative,Onboarding,Medium
1365,The navigation is so confusing. I can never find two-factor auth.,2026-11-25,1,Negative,UX / Design,Medium
1366,Why did you move the voice input button? It was fine before.,2025-05-28,3,Negative,UX / Design,Medium
1367,"No tutorial, no guide, nothing. Just dropped into the app blind.",2026-02-04,2,Negative,Onboarding,Medium
1368,Can't figure out how to share. The UI is not intuitive at all.,2026-10-04,1,Negative,UX / Design,High
1369,Constant crashes when using voice input. Very frustrating.,2026-09-27,3,Negative,Bug / Crash,Critical
1370,Too many taps to do a simple search. Needs to be simpler.,2026-01-04,3,Negative,UX / Design,Medium
1371,Outstanding quality. You can tell the developers care about their users.,2025-08-15,5,Positive,Praise,Low
1372,Memory usage is insane. My phone heats up every time I use this.,2026-11-26,1,Negative,Performance,High
1373,The setup process has way too many steps. Almost gave up.,2025-11-06,3,Negative,Onboarding,Medium
1374,Syncing is extremely slow. Takes 5 minutes for a simple update.,2025-08-24,2,Negative,Performance,Medium
1375,Would love to see widgets in a future update. Otherwise fantastic.,2025-04-23,4,Positive,Feature Request,Low
1376,This app has changed how I upload. Couldn't live without it.,2026-03-03,5,Positive,Praise,Low
1377,Standard task management app. Nothing stands out.,2025-03-04,2,Neutral,Praise,Low
1378,App froze and I lost 23 minutes of work. Not cool.,2025-06-26,1,Negative,Bug / Crash,Critical
1379,Great work! Any plans to add keyboard shortcuts? That would be awesome.,2025-04-25,5,Positive,Feature Request,Low
1380,Absolutely love this app! It does exactly what I need.,2025-01-11,5,Positive,Praise,Low
1381,Super intuitive. Figured everything out in 9 minutes.,2025-05-06,3,Positive,Praise,Low
1382,Amazing app! It makes sign up so much easier.,2025-08-20,4,Positive,Praise,Low
1383,Great app! Would be even better with cloud backup support.,2025-05-20,5,Positive,Feature Request,Medium
1384,Solid app. The only thing missing is the ability to sync.,2026-08-18,5,Positive,Feature Request,Medium
1385,I've tried 25 other apps and this is by far the best one.,2025-04-19,4,Positive,Praise,Low
1386,The app works but I wonder if multi-account is on the roadmap.,2025-08-16,4,Neutral,Feature Request,Low
1387,The setup process has way too many steps. Almost gave up.,2025-11-20,3,Negative,Onboarding,Medium
1388,The best $20 I spend every month. Worth every penny.,2025-03-26,4,Positive,Praise,Low
1389,Meh. It's fine for what it is.,2025-07-10,4,Neutral,Praise,Low
1390,"Average app. Not bad, not great.",2025-04-24,2,Neutral,Praise,Low
1391,Can't figure out how to update profile. The UI is not intuitive at all.,2026-02-21,2,Negative,UX / Design,High
1392,"Love it, but please add templates. That would make it perfect.",2025-04-25,4,Positive,Feature Request,Medium
1393,App froze and I lost 50 minutes of work. Not cool.,2025-09-24,2,Negative,Bug / Crash,Critical
1394,Standard organization app. Nothing stands out.,2025-09-25,3,Neutral,Praise,Low
1395,This app is a game changer. So much better than the competition.,2025-12-21,5,Positive,Praise,Low
1396,I was charged twice this month. No response from support.,2025-08-18,2,Negative,Pricing / Billing,High
1397,Would be nice to have two-factor auth. Not a dealbreaker though.,2026-07-05,2,Neutral,Feature Request,Low
1398,The app works but I wonder if multi-account is on the roadmap.,2025-04-04,3,Neutral,Feature Request,Low
1399,Takes 31 seconds to load anything. Way too slow.,2025-07-14,1,Negative,Performance,High
1400,Keeps freezing when I login. Had to force quit 10 times today.,2025-08-27,2,Negative,Bug / Crash,High
1401,Would be nice to have offline mode. Not a dealbreaker though.,2025-09-11,3,Neutral,Feature Request,Low
1402,This app has changed how I save. Couldn't live without it.,2026-02-05,5,Positive,Praise,Low
1403,"Works as advertised. No complaints, no excitement.",2026-01-11,3,Neutral,Praise,Low
1404,I've tried 30 other apps and this is by far the best one.,2025-10-11,5,Positive,Praise,Low
1405,Can't figure out how to check notifications. The UI is not intuitive at all.,2025-08-17,1,Negative,UX / Design,High
1406,This app is a game changer. So much better than alternatives.,2025-04-27,5,Positive,Praise,Low
1407,Can't figure out how to check notifications. The UI is not intuitive at all.,2025-05-19,1,Negative,UX / Design,High
1408,First review on the App Store. Seems fine so far.,2026-12-09,3,Neutral,Praise,Low
1409,Takes 21 seconds to load anything. Way too slow.,2025-04-14,3,Negative,Performance,High
1410,Loading times are ridiculous. I don't have time for this.,2026-09-14,2,Negative,Performance,High
1411,First review on the App Store. Seems fine so far.,2025-05-20,3,Neutral,Praise,Low
1412,First-time experience is awful. No guidance whatsoever.,2025-03-21,2,Negative,Onboarding,Medium
1413,$30/month for this? Are you kidding me?,2026-05-20,2,Negative,Pricing / Billing,High
1414,It's OK I guess. Nothing special but it works.,2025-12-02,3,Neutral,Praise,Low
1415,Would be nice to have cloud backup. Not a dealbreaker though.,2026-10-02,3,Neutral,Feature Request,Low
1416,This is what every app should aspire to be. Perfect.,2025-02-13,5,Positive,Praise,Low
1417,It's OK I guess. Nothing special but it works.,2025-05-14,3,Neutral,Praise,Low
1418,Colors are ugly and the layout makes no sense.,2026-03-11,3,Negative,UX / Design,Medium
1419,Meh. It's fine for what it is.,2025-07-07,2,Neutral,Praise,Low
1420,It's OK I guess. Nothing special but it works.,2025-03-01,3,Neutral,Praise,Low
1421,Could you consider adding calendar integration? Just a suggestion.,2025-01-23,3,Neutral,Feature Request,Low
1422,The app takes 50 seconds just to start up. Way too heavy.,2025-09-12,1,Negative,Performance,High
1423,Recommended this to all my friends. Everyone loves it.,2025-05-06,4,Positive,Praise,Low
1424,Absolutely love this app! It does exactly what I need.,2025-11-12,5,Positive,Praise,Low
1425,"Works as advertised. No complaints, no excitement.",2026-04-23,4,Neutral,Praise,Low
1426,This app has changed how I view history. Couldn't live without it.,2026-06-26,5,Positive,Praise,Low
1427,"Love it, but please add custom themes. That would make it perfect.",2025-06-24,4,Positive,Feature Request,Medium
1428,This is what every app should aspire to be. Perfect.,2025-02-09,5,Positive,Praise,Low
1429,It's a productivity app. It does productivity things.,2025-01-01,3,Neutral,Praise,Low
1430,The fonts are way too small. Can barely read anything.,2025-08-15,1,Negative,UX / Design,High
1431,The navigation is so confusing. I can never find PDF export.,2025-12-03,2,Negative,UX / Design,Medium
1432,Dark mode is broken — some text is invisible on dark backgrounds.,2025-06-06,1,Negative,UX / Design,High
1433,It does the basics. offline mode would be a nice addition.,2025-10-02,3,Neutral,Feature Request,Low
1434,This is what every app should aspire to be. Perfect.,2026-06-04,5,Positive,Praise,Low
1435,Hidden fees everywhere. This is not transparent pricing.,2025-04-21,1,Negative,Pricing / Billing,High
1436,I've been using the app for 52 days and still feel lost.,2025-08-25,2,Negative,Onboarding,Medium
1437,"Works as advertised. No complaints, no excitement.",2025-07-05,4,Neutral,Praise,Low
1438,This app has changed how I edit. Couldn't live without it.,2026-06-21,4,Positive,Praise,Low
1439,Meh. It's fine for what it is.,2026-11-17,3,Neutral,Praise,Low
1440,The best $30 I spend every month. Worth every penny.,2025-06-21,5,Positive,Praise,Low
1441,The app works but I wonder if templates is on the roadmap.,2026-01-10,4,Neutral,Feature Request,Low
1442,Been using this for 15 months and it just keeps getting better.,2025-12-01,3,Positive,Praise,Low
1443,The best $15 I spend every month. Worth every penny.,2025-08-25,5,Positive,Praise,Low
1444,Amazing app! It makes update profile so much easier.,2025-11-09,3,Positive,Praise,Low
1445,Too expensive for what it does. similar apps does the same for free.,2026-08-25,1,Negative,Pricing / Billing,Medium
1446,"Works as advertised. No complaints, no excitement.",2025-09-12,3,Neutral,Praise,Low
1447,Lost all my files because the app crashed mid-login. Unacceptable.,2025-07-13,2,Negative,Bug / Crash,Critical
1448,The menu structure is a maze. Just let me delete directly.,2025-10-20,1,Negative,UX / Design,Medium
1449,Just downloaded it. Will update my review later.,2025-02-18,4,Neutral,Praise,Low
1450,Recommended this to all my friends. Everyone loves it.,2025-09-22,4,Positive,Praise,Low
1451,Lost all my notes because the app crashed mid-check notifications. Unacceptable.,2026-10-10,2,Negative,Bug / Crash,Critical
1452,It does the basics. Apple Watch support would be a nice addition.,2026-05-07,2,Neutral,Feature Request,Low
1453,It works. Not much else to say.,2025-11-11,4,Neutral,Praise,Low
1454,This is what every app should aspire to be. Perfect.,2025-01-26,4,Positive,Praise,Low
1455,It does the basics. widgets would be a nice addition.,2025-04-27,3,Neutral,Feature Request,Low
1456,Absolutely love this app! It does exactly what I need.,2026-08-10,5,Positive,Praise,Low
1457,Screen goes black whenever I edit. Bug has been there for weeks.,2025-08-23,1,Negative,Bug / Crash,Critical
1458,Automatic renewal without warning. Shady business practice.,2025-10-03,2,Negative,Pricing / Billing,High
1459,App crashes every time I try to upload. Completely unusable.,2026-08-15,1,Negative,Bug / Crash,Critical
1460,App crashes on startup since the last update. Can't even open it.,2026-07-18,2,Negative,Bug / Crash,Critical
1461,Love the attention to detail in this app. Everything just works.,2026-09-22,5,Positive,Praise,Low
1462,Almost perfect. Just needs two-factor auth and it's a 5-star app.,2025-01-11,4,Positive,Feature Request,Medium
1463,It's OK I guess. Nothing special but it works.,2025-11-13,4,Neutral,Praise,Low
1464,Great app! Would be even better with collaboration support.,2025-04-25,5,Positive,Feature Request,Medium
1465,This is what every app should aspire to be. Perfect.,2026-05-15,5,Positive,Praise,Low
1466,It does the basics. two-factor auth would be a nice addition.,2026-01-04,3,Neutral,Feature Request,Low
1467,Would love to see collaboration in a future update. Otherwise fantastic.,2025-08-18,4,Positive,Feature Request,Low
